onset duration sample trial eventIdentifier StimulusOn StimulusOff TargetOn TargetOff SFIX EFIX SSACC ESACC SBLINK EBLINK num_trial num_block dir_target proba switch
196.646 2.564 9249113 52 "TRIALID 51" 9249716 9250456 9250756 9251533 "[9249674, 9249778, 9249928, 9250331, 9250488, 9251031, 9251084, 9251276, 9251490]" "[9249755.0, 9249901.0, 9250324.0, 9250470.0, 9250997.0, 9251060.0, 9251231.0, 9251477.0, 9251627.0]" "[9249756, 9249902, 9250325, 9250471, 9250998, 9251061, 9251232, 9251478, 9251628]" "[9249777.0, 9249927.0, 9250330.0, 9250487.0, 9251030.0, 9251083.0, 9251275.0, 9251489.0, 9251644.0]"   52 1 1.0 0.6475235198239354 0.0
200.31 2.636 9252777 53 "TRIALID 52" 9253376 9254200 9254500 9255281 "[9253338, 9253499, 9253655, 9254737, 9255044]" "[9253483.0, 9253648.0, 9254711.0, 9254864.0, 9255381.0]" "[9253484, 9253649, 9254712, 9254865]" "[9253498.0, 9253654.0, 9254736.0, 9255043.0]" 9254945 9254972.0 53 1 1.0 0.6475235198239354 0.0
204.047 2.298 9256514 54 "TRIALID 53" 9257117 9257597 9257898 9258680 "[9257083, 9257307, 9257889, 9258064, 9258211, 9258489]" "[9257285.0, 9257868.0, 9258041.0, 9258184.0, 9258466.0, 9258780.0]" "[9257286, 9257869, 9258042, 9258185, 9258467]" "[9257306.0, 9257888.0, 9258063.0, 9258210.0, 9258488.0]"   54 1 0.0 0.15951564251606967 1.0
207.446 2.598 9259913 55 "TRIALID 54" 9260514 9261297 9261597 9262378 "[9260474, 9260717, 9260942, 9261111, 9261903, 9262094, 9262276]" "[9260691.0, 9260927.0, 9261089.0, 9261872.0, 9262054.0, 9262256.0, 9262478.0]" "[9260692, 9260928, 9261090, 9261873, 9262055, 9262257]" "[9260716.0, 9260941.0, 9261110.0, 9261902.0, 9262093.0, 9262275.0]"   55 1 0.0 0.15951564251606967 0.0
211.144 2.632 9263611 56 "TRIALID 55" 9264212 9265029 9265330 9266112 "[9264171, 9264243, 9264637, 9264834, 9265566, 9265736, 9265963]" "[9264201.0, 9264615.0, 9264816.0, 9265542.0, 9265711.0, 9265939.0, 9266210.0]" "[9264202, 9264616, 9264817, 9265543, 9265712, 9265940]" "[9264242.0, 9264636.0, 9264833.0, 9265565.0, 9265735.0, 9265962.0]"   56 1 0.0 0.15951564251606967 0.0
214.876 2.89 9267343 57 "TRIALID 56" 9267939 9269015 9269316 9270094 "[9267903, 9268027, 9268323, 9268470, 9269060, 9269563, 9269709, 9269920]" "[9267978.0, 9268281.0, 9268441.0, 9269039.0, 9269538.0, 9269685.0, 9269880.0, 9270201.0]" "[9267979, 9268282, 9268442, 9269040, 9269539, 9269686, 9269881]" "[9268026.0, 9268322.0, 9268469.0, 9269059.0, 9269562.0, 9269708.0, 9269919.0]"   57 1 0.0 0.15951564251606967 0.0
218.867 2.277 9271334 58 "TRIALID 57" 9271931 9272394 9272694 9273476 "[9271895, 9272117, 9272646, 9272861, 9273095]" "[9272095.0, 9272625.0, 9272829.0, 9273066.0, 9273579.0]" "[9272096, 9272626, 9272830, 9273067]" "[9272116.0, 9272645.0, 9272860.0, 9273094.0]"   58 1 0.0 0.15951564251606967 0.0
222.244 3.283 9274711 59 "TRIALID 58" 9275309 9276776 9277077 9277858 "[9275275, 9275473, 9275826, 9275994, 9276186, 9276477, 9277007, 9277415]" "[9275446.0, 9275803.0, 9275968.0, 9276166.0, 9276450.0, 9276983.0, 9277377.0, 9277962.0]" "[9275447, 9275804, 9275969, 9276167, 9276451, 9276984, 9277378]" "[9275472.0, 9275825.0, 9275993.0, 9276185.0, 9276476.0, 9277006.0, 9277414.0]"   59 1 0.0 0.15951564251606967 0.0
226.627 2.844 9279094 60 "TRIALID 59" 9279696 9280724 9281025 9281807 "[9279660, 9279788, 9280054, 9281299, 9281532, 9281793]" "[9279771.0, 9280027.0, 9281273.0, 9281490.0, 9281776.0, 9281906.0]" "[9279772, 9280028, 9281274, 9281491, 9281777]" "[9279787.0, 9280053.0, 9281298.0, 9281531.0, 9281792.0]"   60 1 1.0 0.15951564251606967 0.0
230.572 3.483 9283039 61 "TRIALID 60" 9283654 9285307 9285608 9286388 "[9283600, 9283720, 9284381, 9284585, 9284932, 9285580, 9285893, 9286063, 9286364]" "[9283700.0, 9284359.0, 9284560.0, 9284913.0, 9285560.0, 9285863.0, 9286024.0, 9286331.0, 9286490.0]" "[9283701, 9284360, 9284561, 9284914, 9285561, 9285864, 9286025, 9286332]" "[9283719.0, 9284380.0, 9284584.0, 9284931.0, 9285579.0, 9285892.0, 9286062.0, 9286363.0]"   61 1 0.0 0.15951564251606967 0.0
